"Zipcode","ZipCodeType","City","State","Lat","Long","TaxReturnsFiled","EstimatedPopulation","TotalWages","averageWage"
"10960","STANDARD","NYACK","NY",41.09,-73.91,7515,11889,459000954," 38607.20"
"12461","STANDARD","OLIVEBRIDGE","NY",41.89,-74.24,796,1374,27394914," 19938.07"
"10962","STANDARD","ORANGEBURG","NY",41.05,-73.94,2520,4396,179259875," 40777.95"
"10562","STANDARD","OSSINING","NY",41.15,-73.87,14310,24284,806876363," 33226.67"
"10963","STANDARD","OTISVILLE","NY",41.47,-74.53,1235,2227,56911349," 25555.16"
"12463","STANDARD","PALENVILLE","NY",42.17,-74.01,735,1231,27020526," 21950.06"
"10964","STANDARD","PALISADES","NY",41,-73.91,744,1300,58509576," 45007.37"
"12768","STANDARD","PARKSVILLE","NY",41.85,-74.76,446,763,15041240," 19713.29"
"12563","STANDARD","PATTERSON","NY",41.5,-73.58,3513,6286,186632821," 29690.24"
"12564","STANDARD","PAWLING","NY",41.56,-73.59,3344,5933,185634365," 31288.45"
"10965","STANDARD","PEARL RIVER","NY",41.06,-74,7453,13258,448316015," 33814.75"
"10566","STANDARD","PEEKSKILL","NY",41.28,-73.92,11500,18979,508348434," 26784.78"
"10567","STANDARD","CORTLANDT MANOR","NY",41.3,-73.89,9211,17127,685636447," 40032.49"
"12565","STANDARD","PHILMONT","NY",42.24,-73.64,863,1474,25097430," 17026.75"
"12464","STANDARD","PHOENICIA","NY",42.08,-74.31,520,816,13164275," 16132.69"
"10968","STANDARD","PIERMONT","NY",41.03,-73.91,1245,1945,93922952," 48289.44"
"12566","STANDARD","PINE BUSH","NY",41.6,-74.29,4736,8638,217867213," 25221.95"
"10969","STANDARD","PINE ISLAND","NY",41.32,-74.38,623,1106,27734147," 25076.08"
"12567","STANDARD","PINE PLAINS","NY",41.97,-73.65,1361,2338,62320753," 26655.58"
"12568","PO BOX","PLATTEKILL","NY",41.62,-74.08,564,977,17553666," 17966.90"
"12569","STANDARD","PLEASANT VALLEY","NY",41.74,-73.82,4885,8610,246763966," 28660.16"
"10570","STANDARD","PLEASANTVILLE","NY",41.13,-73.78,6068,10970,584642468," 53294.66"
"10970","STANDARD","POMONA","NY",41.18,-74.05,4913,8344,290279678," 34789.03"
"10573","STANDARD","PORT CHESTER","NY",41,-73.66,17624,30334,1069870913," 35269.69"
"12466","STANDARD","PORT EWEN","NY",41.9,-73.97,1610,2628,61303333," 23326.99"
"12771","STANDARD","PORT JERVIS","NY",41.37,-74.69,6366,11021,229737730," 20845.45"
"12785","PO BOX","WESTBROOKVILLE","NY",41.5,-74.55,492,919,21616787," 23522.08"
"12601","STANDARD","POUGHKEEPSIE","NY",41.69,-73.92,16955,27784,602172992," 21673.37"
"12602","PO BOX","POUGHKEEPSIE","NY",41.69,-73.92,514,756,14536459," 19228.12"
"12603","STANDARD","POUGHKEEPSIE","NY",41.69,-73.92,20574,35770,999221284," 27934.62"
"12570","STANDARD","POUGHQUAG","NY",41.63,-73.66,3307,6359,220739561," 34712.94"
"10576","STANDARD","POUND RIDGE","NY",41.21,-73.57,2564,4719,401503903," 85082.41"
"12468","STANDARD","PRATTSVILLE","NY",42.31,-74.43,513,881,14590558," 16561.36"
"12469","STANDARD","PRESTON HOLLOW","NY",42.44,-74.2,305,526,9319355," 17717.40"
"10577","STANDARD","PURCHASE","NY",41.03,-73.71,1838,3132,678219792,"216545.27"
"10578","STANDARD","PURDYS","NY",41.31,-73.65,430,775,30020926," 38736.68"
"10579","STANDARD","PUTNAM VALLEY","NY",41.34,-73.87,4254,7683,273579486," 35608.42"
"12571","STANDARD","RED HOOK","NY",41.99,-73.87,4566,8103,204824587," 25277.62"
"12572","STANDARD","RHINEBECK","NY",41.92,-73.9,4501,7502,224458677," 29919.84"
"12471","PO BOX","RIFTON","NY",41.81,-74.04,304,526,7094413," 13487.48"
"12775","STANDARD","ROCK HILL","NY",41.62,-74.59,1213,2162,58503940," 27060.10"
"12575","STANDARD","ROCK TAVERN","NY",41.47,-74.16,1072,2009,61077097," 30401.74"
"12776","STANDARD","ROSCOE","NY",41.93,-74.91,939,1600,29731992," 18582.49"
"12472","STANDARD","ROSENDALE","NY",41.84,-74.06,896,1409,30585447," 21707.20"
"12473","STANDARD","ROUND TOP","NY",42.27,-74.06,431,741,13199949," 17813.70"
"12474","STANDARD","ROXBURY","NY",42.28,-74.56,576,985,15759625," 15999.62"
"10580","STANDARD","RYE","NY",40.98,-73.69,8215,14988,2121629908,"141555.24"
"12577","STANDARD","SALISBURY MILLS","NY",41.44,-74.12,979,1799,55630208," 30922.85"
"12578","STANDARD","SALT POINT","NY",41.8,-73.8,1137,2043,60259098," 29495.40"
"12477","STANDARD","SAUGERTIES","NY",42.07,-73.94,8822,14990,321330783," 21436.34"
"10583","STANDARD","SCARSDALE","NY",40.98,-73.77,19793,36163,528333370," 14609.78"
"12480","STANDARD","SHANDAKEN","NY",42.12,-74.39,288,458,7421004," 16203.07"
"10587","PO BOX","SHENOROCK","NY",41.3,-73.71,344,594,16045749," 27013.05"
"12481","STANDARD","SHOKAN","NY",41.97,-74.2,712,1200,24975140," 20812.62"
"10588","STANDARD","SHRUB OAK","NY",41.32,-73.82,1208,2133,66775570," 31305.94"
"10973","STANDARD","SLATE HILL","NY",41.37,-74.49,1098,2034,55174032," 27125.88"
"10974","STANDARD","SLOATSBURG","NY",41.16,-74.19,1525,2747,87759213," 31947.29"
"12778","PO BOX","SMALLWOOD","NY",41.66,-74.81,351,578,9812681," 16976.96"
"10589","STANDARD","SOMERS","NY",41.33,-73.69,4589,7704,272780153," 35407.60"
"12482","STANDARD","SOUTH CAIRO","NY",42.27,-73.96,422,691,11282959," 16328.45"
"12779","STANDARD","SOUTH FALLSBURG","NY",41.71,-74.63,908,1551,26310104," 16963.32"
"10590","STANDARD","SOUTH SALEM","NY",41.25,-73.54,3259,6110,307398146," 50310.66"
"10976","STANDARD","SPARKILL","NY",41.02,-73.9,858,1343,34681108," 25823.61"
"12780","STANDARD","SPARROW BUSH","NY",41.44,-74.72,1122,2008,43305900," 21566.68"
"10977","STANDARD","SPRING VALLEY","NY",41.11,-74.04,21436,39075,843066613," 21575.60"
"12580","STANDARD","STAATSBURG","NY",41.84,-73.92,1947,3379,89998009," 26634.51"
"12581","STANDARD","STANFORDVILLE","NY",41.86,-73.71,1047,1786,48092946," 26927.74"
"12484","STANDARD","STONE RIDGE","NY",41.86,-74.17,1514,2600,64698180," 24883.92"
"10980","STANDARD","STONY POINT","NY",41.22,-73.99,6830,12001,387725278," 32307.75"
"12582","STANDARD","STORMVILLE","NY",41.54,-73.73,2266,4205,138311732," 32892.21"
"10901","STANDARD","SUFFERN","NY",41.11,-74.14,11360,19926,753862348," 37833.10"
"10981","PO BOX","SUGAR LOAF","NY",41.32,-74.27,413,778,25078676," 32234.80"
"12783","STANDARD","SWAN LAKE","NY",41.75,-74.77,624,1079,18528866," 17172.26"
"12485","STANDARD","TANNERSVILLE","NY",42.19,-74.13,504,811,13899774," 17139.06"
"10983","STANDARD","TAPPAN","NY",41.02,-73.95,2855,5218,195090412," 37387.97"
"10591","STANDARD","TARRYTOWN","NY",41.06,-73.86,11312,18812,850690062," 45220.61"
"10984","STANDARD","THIELLS","NY",41.2,-74.01,1544,2563,80757765," 31509.08"
"10594","STANDARD","THORNWOOD","NY",41.11,-73.76,2491,4416,170576822," 38627.00"
"12486","STANDARD","TILLSON","NY",41.83,-74.06,775,1336,33541139," 25105.64"
"12583","STANDARD","TIVOLI","NY",42.05,-73.91,1040,1776,41200399," 23198.42"
"10986","STANDARD","TOMKINS COVE","NY",41.27,-73.98,892,1596,52610470," 32963.95"
"10987","STANDARD","TUXEDO PARK","NY",41.2,-74.2,1669,2987,160205576," 53634.27"
"12487","STANDARD","ULSTER PARK","NY",41.86,-73.99,1402,2415,55662895," 23048.82"
"10988","PO BOX","UNIONVILLE","NY",41.3,-74.56,363,629,13783721," 21913.71"
"12584","PO BOX","VAILS GATE","NY",41.45,-74.05,266,427,8135939," 19053.72"
"10595","STANDARD","VALHALLA","NY",41.07,-73.77,3277,5730,220628424," 38504.09"
"10989","STANDARD","VALLEY COTTAGE","NY",41.11,-73.94,4967,8400,300106229," 35726.93"
"12585","STANDARD","VERBANK","NY",41.71,-73.7,447,833,23028364," 27645.09"
"10596","PO BOX","VERPLANCK","NY",41.26,-73.89,875,1481,36422827," 24593.40"
"10597","STANDARD","WACCABUC","NY",41.29,-73.6,519,976,117496832,"120386.10"
"12586","STANDARD","WALDEN","NY",41.55,-74.18,5877,10376,261450126," 25197.58"
"12589","STANDARD","WALLKILL","NY",41.6,-74.16,6468,11510,291984504," 25367.90"
"12590","STANDARD","WAPPINGERS FALLS","NY",41.59,-73.91,17465,30481,857813392," 28142.56"
"10990","STANDARD","WARWICK","NY",41.25,-74.35,9422,17206,584250777," 33956.22"
"10992","STANDARD","WASHINGTONVILLE","NY",41.42,-74.15,4755,8545,267294205," 31280.77"
"12592","STANDARD","WASSAIC","NY",41.78,-73.54,622,1042,21082113," 20232.35"
"12489","PO BOX","WAWARSING","NY",41.73,-74.37,271,476,7094480," 14904.37"
"10993","STANDARD","WEST HAVERSTRAW","NY",41.2,-73.98,2303,3858,86202928," 22343.94"
"12491","STANDARD","WEST HURLEY","NY",42,-74.11,1040,1770,38440978," 21718.07"
"10994","STANDARD","WEST NYACK","NY",41.09,-73.96,3691,6663,301060291," 45183.89"
"10996","STANDARD","WEST POINT","NY",41.36,-74.02,1027,2389,65496931," 27416.04"
"10997","PO BOX","WEST POINT","NY",41.36,-74.02,2114,2114,19649709,"  9295.04"
"12494","STANDARD","WEST SHOKAN","NY",41.96,-74.28,352,600,12772592," 21287.65"
"10998","STANDARD","WESTTOWN","NY",41.32,-74.54,1476,2808,79598728," 28347.13"
"12786","STANDARD","WHITE LAKE","NY",41.67,-74.82,302,524,9852873," 18803.19"
"10601","STANDARD","WHITE PLAINS","NY",41.02,-73.75,5589,8255,464818384," 56307.50"
"10602","PO BOX","WHITE PLAINS","NY",41.02,-73.75,541,826,19730717," 23887.07"
"10603","STANDARD","WHITE PLAINS","NY",41.02,-73.75,9301,14937,530196836," 35495.54"
"10604","STANDARD","WEST HARRISON","NY",41.05,-73.74,5360,9286,425417193," 45812.75"
"10605","STANDARD","WHITE PLAINS","NY",41.02,-73.75,9916,16733,772692583," 46177.77"
"10606","STANDARD","WHITE PLAINS","NY",41.02,-73.75,7601,12643,394889841," 31233.87"
"10607","STANDARD","WHITE PLAINS","NY",41.02,-73.75,3765,6475,236597271," 36540.12"
"12787","STANDARD","WHITE SULPHUR SPRINGS","NY",41.79,-74.82,284,493,9763246," 19803.74"
"12496","STANDARD","WINDHAM","NY",42.3,-74.25,690,1153,18209181," 15792.87"
"12594","STANDARD","WINGDALE","NY",41.64,-73.56,1940,3531,84819809," 24021.47"
"12788","STANDARD","WOODBOURNE","NY",41.75,-74.59,943,1608,32954414," 20494.04"
"12789","STANDARD","WOODRIDGE","NY",41.71,-74.57,765,1290,24839792," 19255.65"
"12498","STANDARD","WOODSTOCK","NY",42.03,-74.11,2574,4117,91669238," 22266.03"
"12790","STANDARD","WURTSBORO","NY",41.57,-74.48,2195,3663,80841271," 22069.69"
"10701","STANDARD","YONKERS","NY",40.94,-73.86,26369,43733,944660870," 21600.64"
"10702","STANDARD","YONKERS","NY",40.94,-73.86,348,530,11957909," 22562.09"
"10703","STANDARD","YONKERS","NY",40.94,-73.86,9827,16271,393790144," 24201.96"
"10704","STANDARD","YONKERS","NY",40.94,-73.86,15745,25409,706145477," 27791.16"
"10705","STANDARD","YONKERS","NY",40.94,-73.86,16745,28216,584002617," 20697.57"
"10706","STANDARD","HASTINGS ON HUDSON","NY",40.98,-73.87,4483,7877,393317929," 49932.45"
"10707","STANDARD","TUCKAHOE","NY",40.95,-73.82,4868,8325,349744523," 42011.35"
"10708","STANDARD","BRONXVILLE","NY",40.93,-73.82,11530,18761,1494435399," 79656.49"
"10709","STANDARD","EASTCHESTER","NY",40.95,-73.8,4711,8242,361619099," 43875.16"
"10710","STANDARD","YONKERS","NY",40.94,-73.86,13467,22379,700450402," 31299.45"
"10598","STANDARD","YORKTOWN HEIGHTS","NY",41.27,-73.78,14102,25981,1031538853," 39703.59"
"12791","STANDARD","YOUNGSVILLE","NY",41.8,-74.88,342,563,11331494," 20126.99"
"11202","PO BOX","BROOKLYN","NY",40.64,-73.94,1139,1637,40005101," 24438.06"
"11203","STANDARD","BROOKLYN","NY",40.64,-73.94,34652,55405,1084323071," 19570.85"
"11204","STANDARD","BROOKLYN","NY",40.64,-73.94,30115,54898,946956112," 17249.37"
"11205","STANDARD","BROOKLYN","NY",40.64,-73.94,14982,22852,610745822," 26726.14"
"11206","STANDARD","BROOKLYN","NY",40.64,-73.94,30896,50200,755431690," 15048.44"
"11207","STANDARD","BROOKLYN","NY",40.64,-73.94,36926,61265,935873605," 15275.83"
"11208","STANDARD","BROOKLYN","NY",40.64,-73.94,38303,65751,932966218," 14189.38"
"11209","STANDARD","BROOKLYN","NY",40.64,-73.94,32762,51567,1567801401," 30403.19"
"11210","STANDARD","BROOKLYN","NY",40.64,-73.94,27545,46104,1074996679," 23316.78"
"11211","STANDARD","BROOKLYN","NY",40.64,-73.94,36140,57386,1288686846," 22456.47"
"11212","STANDARD","BROOKLYN","NY",40.64,-73.94,34244,56806,843910162," 14856.00"
"11213","STANDARD","BROOKLYN","NY",40.64,-73.94,25919,42622,691703548," 16228.79"
"11214","STANDARD","BROOKLYN","NY",40.64,-73.94,36349,62973,1178797282," 18719.09"
"11216","STANDARD","BROOKLYN","NY",40.64,-73.94,23362,34873,685338566," 19652.41"
"11217","STANDARD","BROOKLYN","NY",40.64,-73.94,17685,25348,1145066918," 45173.86"
"11218","STANDARD","BROOKLYN","NY",40.64,-73.94,30223,51742,1081603665," 20903.79"
"11219","STANDARD","BROOKLYN","NY",40.64,-73.94,29041,56627,704077724," 12433.60"
"11220","STANDARD","BROOKLYN","NY",40.64,-73.94,42306,73470,935825193," 12737.51"
"11221","STANDARD","BROOKLYN","NY",40.64,-73.94,31013,50075,805118628," 16078.26"
"11222","STANDARD","BROOKLYN","NY",40.64,-73.94,20507,29492,742383100," 25172.36"
"11223","STANDARD","BROOKLYN","NY",40.64,-73.94,29730,51878,1084557564," 20905.92"
"11224","STANDARD","BROOKLYN","NY",40.64,-73.94,19660,31619,546173980," 17273.60"
"11225","STANDARD","BROOKLYN","NY",40.64,-73.94,27616,42923,844767456," 19681.00"
"11226","STANDARD","BROOKLYN","NY",40.64,-73.94,46411,74527,1312405963," 17609.81"
"11228","STANDARD","BROOKLYN","NY",40.64,-73.94,17786,30673,743456778," 24238.15"
"11229","STANDARD","BROOKLYN","NY",40.64,-73.94,33973,58851,1299362475," 22078.85"
"11230","STANDARD","BROOKLYN","NY",40.64,-73.94,32295,56454,1182130112," 20939.71"
"11231","STANDARD","BROOKLYN","NY",40.64,-73.94,16523,25202,1036926627," 41144.62"
"11232","STANDARD","BROOKLYN","NY",40.64,-73.94,10584,17338,294496128," 16985.59"
"11233","STANDARD","BROOKLYN","NY",40.64,-73.94,25700,41642,730636140," 17545.65"
"11234","STANDARD","BROOKLYN","NY",40.64,-73.94,39824,67156,1738149669," 25882.27"
"11235","STANDARD","BROOKLYN","NY",40.64,-73.94,35873,59131,1340790184," 22674.91"
"11236","STANDARD","BROOKLYN","NY",40.64,-73.94,43240,71345,1557333473," 21828.21"
"11237","STANDARD","BROOKLYN","NY",40.64,-73.94,19022,31061,449372344," 14467.41"
"11238","STANDARD","BROOKLYN","NY",40.64,-73.94,26156,37151,1236922826," 33294.47"
"11239","STANDARD","BROOKLYN","NY",40.64,-73.94,6522,10182,195781590," 19228.21"
"11247","PO BOX","BROOKLYN","NY",40.64,-73.94,333,479,9122568," 19045.03"
"11096","STANDARD","INWOOD","NY",40.62,-73.75,3586,6063,113099147," 18653.99"
"11690","PO BOX","FAR ROCKAWAY","NY",40.59,-73.81,325,508,8608638," 16946.14"
"11691","STANDARD","FAR ROCKAWAY","NY",40.59,-73.81,20552,35386,604059305," 17070.57"
"11692","STANDARD","ARVERNE","NY",40.59,-73.79,7468,12619,218268948," 17296.85"
"11693","STANDARD","FAR ROCKAWAY","NY",40.59,-73.81,5423,8984,209039482," 23267.97"
"11694","STANDARD","ROCKAWAY PARK","NY",40.57,-73.85,8531,14148,474069089," 33507.85"
"11697","STANDARD","BREEZY POINT","NY",40.56,-73.91,2211,3632,128332970," 35333.97"
"11001","STANDARD","FLORAL PARK","NY",40.72,-73.7,13193,23250,769409078," 33092.86"
"11003","STANDARD","ELMONT","NY",40.7,-73.7,21037,35663,871995800," 24450.99"
"11004","STANDARD","GLEN OAKS","NY",40.74,-73.71,6501,11118,309226934," 27813.18"
"11005","STANDARD","FLORAL PARK","NY",40.72,-73.7,1368,1772,25425497," 14348.47"
"11352","PO BOX","FLUSHING","NY",40.77,-73.84,702,1014,14640103," 14437.97"
"11354","STANDARD","FLUSHING","NY",40.77,-73.84,24748,40706,674367066," 16566.77"
"11355","STANDARD","FLUSHING","NY",40.77,-73.84,40779,67548,932883770," 13810.68"
"11356","STANDARD","COLLEGE POINT","NY",40.78,-73.84,10492,18183,357006630," 19634.09"
"11357","STANDARD","WHITESTONE","NY",40.79,-73.81,19016,32492,892739822," 27475.68"
"11358","STANDARD","FLUSHING","NY",40.77,-73.84,17138,29599,707161835," 23891.41"
"11360","STANDARD","BAYSIDE","NY",40.78,-73.78,9896,16104,497101917," 30868.23"
"11361","STANDARD","BAYSIDE","NY",40.76,-73.77,13394,22958,614151345," 26751.08"
"11362","STANDARD","LITTLE NECK","NY",40.76,-73.74,8653,14936,414862965," 27776.04"
"11363","STANDARD","LITTLE NECK","NY",40.76,-73.74,3461,6048,229168388," 37891.60"
"11364","STANDARD","OAKLAND GARDENS","NY",40.74,-73.75,17156,29752,775994799," 26082.11"
"11365","STANDARD","FRESH MEADOWS","NY",40.73,-73.79,19436,33762,754228435," 22339.57"
"11366","STANDARD","FRESH MEADOWS","NY",40.73,-73.79,6485,11462,282014462," 24604.30"
"11367","STANDARD","FLUSHING","NY",40.77,-73.84,17596,30463,673540090," 22110.10"
"11368","STANDARD","CORONA","NY",40.74,-73.85,39840,67717,892353230," 13177.68"
"11369","STANDARD","EAST ELMHURST","NY",40.76,-73.88,15176,25709,406478970," 15810.77"
"11370","STANDARD","EAST ELMHURST","NY",40.76,-73.88,11821,20338,372205221," 18300.97"
"11372","STANDARD","JACKSON HEIGHTS","NY",40.75,-73.88,33063,53879,1003649658," 18627.84"
"11373","STANDARD","ELMHURST","NY",40.72,-73.87,44846,75771,1129808721," 14910.83"
"11374","STANDARD","REGO PARK","NY",40.72,-73.86,21742,35181,883386123," 25109.75"
"11375","STANDARD","FOREST HILLS","NY",40.72,-73.84,35253,56345,1987025041," 35265.33"
"11377","STANDARD","WOODSIDE","NY",40.74,-73.9,40501,66214,1195261041," 18051.49"
"11378","STANDARD","MASPETH","NY",40.72,-73.9,15785,27038,600266428," 22200.84"
"11379","STANDARD","MIDDLE VILLAGE","NY",40.71,-73.88,16885,28507,769528918," 26994.38"
"11385","STANDARD","RIDGEWOOD","NY",40.7,-73.89,44563,75737,1463939487," 19329.25"
"11386","PO BOX","RIDGEWOOD","NY",40.7,-73.89,356,552,11908948," 21574.18"
"11010","STANDARD","FRANKLIN SQUARE","NY",40.7,-73.67,12082,20788,594456972," 28596.16"
"11020","STANDARD","GREAT NECK","NY",40.8,-73.73,3047,5513,242518137," 43990.23"
"11021","STANDARD","GREAT NECK","NY",40.8,-73.73,9528,15695,717736791," 45730.28"
"11023","STANDARD","GREAT NECK","NY",40.8,-73.73,4143,7517,298896793," 39762.78"
"11024","STANDARD","GREAT NECK","NY",40.8,-73.73,3368,6037,269319780," 44611.53"
"11411","STANDARD","CAMBRIA HEIGHTS","NY",40.69,-73.73,9924,15695,379832612," 24200.87"
"11412","STANDARD","SAINT ALBANS","NY",40.69,-73.75,16657,26508,564187781," 21283.68"
"11413","STANDARD","SPRINGFIELD GARDENS","NY",40.66,-73.75,18994,30686,709930373," 23135.32"
"11414","STANDARD","HOWARD BEACH","NY",40.66,-73.84,12958,21425,567356115," 26481.03"
"11415","STANDARD","KEW GARDENS","NY",40.7,-73.82,9259,14541,403934902," 27779.03"
"11416","STANDARD","OZONE PARK","NY",40.69,-73.85,10695,18651,296205018," 15881.46"
"11417","STANDARD","OZONE PARK","NY",40.69,-73.85,13288,23069,454051972," 19682.34"
"11418","STANDARD","RICHMOND HILL","NY",40.69,-73.83,15572,26725,495365357," 18535.65"
"11419","STANDARD","SOUTH RICHMOND HILL","NY",40.68,-73.82,19848,35160,554108675," 15759.63"
"11420","STANDARD","SOUTH OZONE PARK","NY",40.67,-73.81,19959,34717,644033694," 18550.96"
"11421","STANDARD","WOODHAVEN","NY",40.69,-73.85,18190,31446,571538300," 18175.23"
"11422","STANDARD","ROSEDALE","NY",40.66,-73.73,14431,23615,576498906," 24412.40"
"11423","STANDARD","HOLLIS","NY",40.71,-73.76,13942,23449,481676207," 20541.44"
"11426","STANDARD","BELLEROSE","NY",40.72,-73.71,8450,14806,384225188," 25950.64"
"11427","STANDARD","QUEENS VILLAGE","NY",40.72,-73.74,11024,18925,443564082," 23438.00"
"11428","STANDARD","QUEENS VILLAGE","NY",40.72,-73.74,9216,16017,341921071," 21347.39"
"11429","STANDARD","QUEENS VILLAGE","NY",40.72,-73.74,11885,19295,404264831," 20951.79"
"11431","PO BOX","JAMAICA","NY",40.68,-73.78,781,1143,22653052," 19818.94"
"11432","STANDARD","JAMAICA","NY",40.68,-73.78,24626,41968,815001669," 19419.60"
"11433","STANDARD","JAMAICA","NY",40.68,-73.78,13011,21603,373931850," 17309.26"
"11434","STANDARD","JAMAICA","NY",40.68,-73.78,28175,44414,922046847," 20760.27"
"11435","STANDARD","JAMAICA","NY",40.68,-73.78,23309,38992,744588179," 19095.92"
"11436","STANDARD","JAMAICA","NY",40.68,-73.78,7969,13320,251641958," 18892.04"
"11101","STANDARD","LONG ISLAND CITY","NY",40.74,-73.93,12047,18466,487109566," 26378.73"
"11102","STANDARD","ASTORIA","NY",40.78,-73.91,16862,25440,591210000," 23239.39"
"11103","STANDARD","ASTORIA","NY",40.78,-73.91,19308,28705,667577258," 23256.48"
"11104","STANDARD","SUNNYSIDE","NY",40.74,-73.92,14468,22394,520969150," 23263.78"
"11105","STANDARD","ASTORIA","NY",40.78,-73.91,19011,28457,722693754," 25395.99"
"11106","STANDARD","ASTORIA","NY",40.78,-73.91,20296,30268,701421005," 23173.68"
"11109","STANDARD","LONG ISLAND CITY","NY",40.74,-73.93,1952,2570,200938156," 78186.05"
"11030","STANDARD","MANHASSET","NY",40.79,-73.69,9224,16946,1487769096," 87794.71"
"11040","STANDARD","NEW HYDE PARK","NY",40.73,-73.68,20527,36932,1214867553," 32894.71"
"11042","STANDARD","NEW HYDE PARK","NY",40.73,-73.68,365,514,30130521," 58619.69"
"11050","STANDARD","PORT WASHINGTON","NY",40.82,-73.68,14570,25840,1444576628," 55904.67"
"10301","STANDARD","STATEN ISLAND","NY",40.58,-74.14,16438,26662,753496359," 28261.06"
"10302","STANDARD","STATEN ISLAND","NY",40.58,-74.14,7203,12355,278868142," 22571.28"
"10303","STANDARD","STATEN ISLAND","NY",40.58,-74.14,10793,18615,403112821," 21655.27"
"10304","STANDARD","STATEN ISLAND","NY",40.58,-74.14,18163,31225,799085433," 25591.21"
"10305","STANDARD","STATEN ISLAND","NY",40.58,-74.14,18275,31760,828916882," 26099.40"
"10306","STANDARD","STATEN ISLAND","NY",40.58,-74.14,26184,45786,1311461515," 28643.29"
"10307","STANDARD","STATEN ISLAND","NY",40.58,-74.14,5963,10873,361115820," 33212.16"
"10308","STANDARD","STATEN ISLAND","NY",40.58,-74.14,13032,23052,677069940," 29371.42"
"10309","STANDARD","STATEN ISLAND","NY",40.58,-74.14,13982,25371,805824216," 31761.63"
"10310","STANDARD","STATEN ISLAND","NY",40.58,-74.14,10159,17604,465022586," 26415.73"
"10312","STANDARD","STATEN ISLAND","NY",40.58,-74.14,28383,50774,1544733562," 30423.71"
"10314","STANDARD","STATEN ISLAND","NY",40.58,-74.14,39184,68561,1882436933," 27456.38"
"11507","STANDARD","ALBERTSON","NY",40.77,-73.64,3704,6679,245080076," 36694.13"
"11930","PO BOX","AMAGANSETT","NY",40.98,-72.18,1391,2244,70271842," 31315.44"
"11701","STANDARD","AMITYVILLE","NY",40.66,-73.41,13315,21463,544172792," 25353.99"
"11931","PO BOX","AQUEBOGUE","NY",40.93,-72.61,1274,2185,58346687," 26703.29"
"11509","STANDARD","ATLANTIC BEACH","NY",40.58,-73.71,1430,2407,126169893," 52417.90"
"11702","STANDARD","BABYLON","NY",40.69,-73.32,7592,12983,485337858," 37382.57"
"11703","STANDARD","NORTH BABYLON","NY",40.73,-73.32,8997,15215,428798206," 28182.60"
"11704","STANDARD","WEST BABYLON","NY",40.71,-73.35,19311,32867,872590924," 26549.15"
"11510","STANDARD","BALDWIN","NY",40.66,-73.61,16478,28565,900954254," 31540.50"
"11705","STANDARD","BAYPORT","NY",40.74,-73.05,3895,7048,241919066," 34324.50"
"11706","STANDARD","BAY SHORE","NY",40.72,-73.25,29620,50386,1240782329," 24625.54"
"11709","STANDARD","BAYVILLE","NY",40.9,-73.56,3472,5995,215266491," 35907.67"
"11710","STANDARD","BELLMORE","NY",40.65,-73.52,17338,30778,1081133952," 35126.84"
"11713","STANDARD","BELLPORT","NY",40.75,-72.94,4913,8292,219293039," 26446.34"
"11714","STANDARD","BETHPAGE","NY",40.74,-73.48,12095,20782,600045565," 28873.33"
"11715","STANDARD","BLUE POINT","NY",40.75,-73.03,2286,4069,139354946," 34247.96"
"11716","STANDARD","BOHEMIA","NY",40.77,-73.12,5385,9356,282948881," 30242.51"
"11717","STANDARD","BRENTWOOD","NY",40.78,-73.24,28265,48090,850200013," 17679.35"
"11932","PO BOX","BRIDGEHAMPTON","NY",40.94,-72.29,1077,1677,65676885," 39163.32"
"11718","STANDARD","BRIGHTWATERS","NY",40.71,-73.26,1669,2966,141557217," 47726.64"
"11719","STANDARD","BROOKHAVEN","NY",40.78,-72.91,1608,2746,83937506," 30567.19"
"11933","STANDARD","CALVERTON","NY",40.92,-72.76,3242,5527,138189454," 25002.62"
"11514","STANDARD","CARLE PLACE","NY",40.75,-73.61,2484,4202,129438852," 30804.11"
"11516","STANDARD","CEDARHURST","NY",40.62,-73.72,3297,6033,239832071," 39753.37"
"11720","STANDARD","CENTEREACH","NY",40.87,-73.08,14109,25056,720516100," 28756.23"
"11934","STANDARD","CENTER MORICHES","NY",40.79,-72.79,3631,6565,189221993," 28822.85"
"11721","STANDARD","CENTERPORT","NY",40.9,-73.37,3115,5663,282932127," 49961.53"
"11722","STANDARD","CENTRAL ISLIP","NY",40.78,-73.19,16609,27814,575225417," 20681.15"
"11749","STANDARD","ISLANDIA","NY",40.8,-73.17,1600,2667,72622425," 27230.01"
"11724","STANDARD","COLD SPRING HARBOR","NY",40.86,-73.44,1803,3232,271529797," 84012.93"
"11725","STANDARD","COMMACK","NY",40.84,-73.28,14268,26411,902942727," 34188.13"
"11726","STANDARD","COPIAGUE","NY",40.67,-73.39,10282,17101,360442098," 21077.25"
"11727","STANDARD","CORAM","NY",40.87,-73,13830,23345,655774813," 28090.59"
"11935","STANDARD","CUTCHOGUE","NY",41.01,-72.48,1835,3154,94575141," 29985.78"
"11729","STANDARD","DEER PARK","NY",40.76,-73.32,13893,23876,626377472," 26234.61"
"11937","STANDARD","EAST HAMPTON","NY",40.95,-72.19,8437,13646,516447555," 37846.08"
